"fips","mon_year","case_rate_100k","avg_temperature_air_2m_f","avg_humidity_relative_2m_pct","avg_wind_speed_10m_mph","avg_particulate_matter_2p5_ugpm3_x10","tot_precipitation_in"
1003,Jul 2021,NA,78.9548387096774,86.5290322580645,3.35806451612903,236.32,7.54
1003,Jun 2010,0,80.6433333333333,78.6066666666667,3.33333333333333,143.21,3.26
1003,Jun 2011,0,82.0466666666667,71.7066666666667,3.84666666666667,163.72,6.33
1003,Jun 2012,0,77.98,73.1033333333333,4.15,162.76,9.6
1003,Jun 2013,0,79.4666666666667,81.4133333333333,3.38,196.57,5.77
1003,Jun 2014,0,78.94,80.7033333333333,3.54333333333333,147.11,4.79
1003,Jun 2015,0,79.92,79.5233333333333,4.59333333333333,185.18,4
1003,Jun 2016,0,79.76,79.5766666666667,4.06333333333333,126.03,4.48
1003,Jun 2017,0,76.7666666666667,85.4933333333333,4.33,164.76,13.89
1003,Jun 2018,0,79.5433333333333,82.9333333333333,3.56,167.94,6.33
1003,Jun 2019,1.66599373209616,79.5033333333333,79.1433333333333,2.52333333333333,221.51,6.05
1003,Jun 2020,NA,78.44,81.0366666666667,2.65,187.47,5.14
1003,Jun 2021,NA,78.15,83.0666666666667,4.84666666666667,156.89,10.48
1003,Mar 2010,0,54.3354838709677,70.2870967741935,4.7,116.69,3.42
1003,Mar 2011,0,62.1516129032258,77.2612903225806,5.33870967741935,104.86,3.21
1003,Mar 2012,0,66.7387096774194,78.1483870967742,4.5258064516129,100.86,4
1003,Mar 2013,0,55,67.8064516129032,4.56774193548387,114.81,0.81
1003,Mar 2014,0,56.6709677419355,77.4645161290323,4.61612903225806,132.08,6.16
1003,Mar 2015,0,63.8064516129032,81.8838709677419,4.61935483870968,98.44,3.4
1003,Mar 2016,0,63.7225806451613,80.0935483870968,6.07741935483871,100,8.57
1003,Mar 2017,0,62.4032258064516,73.7838709677419,4.02258064516129,90.27,2.57
1003,Mar 2018,0,59.6096774193548,73.2806451612903,4.97096774193548,87.31,2.61
1003,Mar 2019,0,58.4032258064516,73.7032258064516,3.22258064516129,94.6,1.65
1003,Mar 2020,NA,67.2838709677419,80.5645161290323,3.4,100.07,0.64
1003,Mar 2021,NA,62.0258064516129,77.1838709677419,7.13548387096774,113.71,5.38
1003,May 2010,0,75.2129032258065,78.6387096774194,3.79032258064516,139.17,5.74
1003,May 2011,0,72.6967741935484,71.2258064516129,4.21290322580645,87.98,1.38
1003,May 2012,0,75.5935483870968,67.9548387096774,3.77096774193548,127.5,4.97
1003,May 2013,0,70.6322580645161,75.3064516129032,3.85161290322581,94.36,5.5
1003,May 2014,0,72.3096774193548,76.5096774193548,4.13870967741935,106.17,5.37
1003,May 2015,0,75.4032258064516,75.4903225806452,4.38064516129032,118.07,2.95
1003,May 2016,0,73.1322580645161,75.4645161290323,4.34838709677419,107.43,2.18
1003,May 2017,0,72.2806451612903,78.3096774193548,4.29677419354839,146.04,10.64
1003,May 2018,0,74.8709677419355,78.3225806451613,3.81290322580645,147.48,6.15
1003,May 2019,0,75.4225806451613,78.3387096774194,2.41935483870968,89.63,4
1003,May 2020,NA,72.4645161290323,72.3225806451613,2.92258064516129,84.64,2.48
1003,May 2021,NA,71.7225806451613,75.7258064516129,5.68709677419355,102.94,4.01
1003,Nov 2010,0,59.3133333333333,78.59,4.15,94.8,5.61
1003,Nov 2011,0,59.4266666666667,78.1233333333333,4.91666666666667,69.88,2.22
1003,Nov 2012,0,55.92,73.4066666666667,3.38666666666667,104.44,1.18
1003,Nov 2013,0,56.7366666666667,73.0533333333333,5.24,86.31,1.5
1003,Nov 2014,0,52.57,71.1466666666667,4.11,136.44,0.94
1003,Nov 2015,0,63.42,81.4566666666667,4.43333333333333,60.88,4.2
1003,Nov 2016,0,61.2633333333333,68.98,1.75666666666667,95.58,0.95
1003,Nov 2017,0,59.28,80.43,3.31666666666667,110.99,0.28
1003,Nov 2018,0,55.8066666666667,84.4566666666667,3.19666666666667,83.11,4.9
1003,Nov 2019,0,55.4333333333333,75.5166666666667,2.61,103,0.57
1003,Nov 2020,NA,62.85,75.4,5.77333333333333,78.58,1.93
1003,Nov 2021,NA,56.0966666666667,74.9233333333333,4.00333333333333,95.3,0.59
1003,Oct 2010,0,67.3709677419355,66.3709677419355,3.79677419354839,63.96,2.55
1003,Oct 2011,0,63.858064516129,68.8677419354839,3.43548387096774,83.93,0.1
1003,Oct 2012,0,65.8096774193548,70.5806451612903,3.33548387096774,112.49,0.49
1003,Oct 2013,0,69.0741935483871,78.1516129032258,3.91612903225806,92.72,1.7
1003,Oct 2014,0,67.3645161290323,76.1193548387097,3.28709677419355,68.26,2.18
1003,Oct 2015,0,68.6161290322581,74.9,5.04838709677419,84.58,3.18
1003,Oct 2016,0,70.1774193548387,69.1935483870968,1.9741935483871,74.89,0.02
1003,Oct 2017,0,68.2774193548387,81.3870967741936,4.27741935483871,80.48,10.37
1003,Oct 2018,0,71.0838709677419,82.2193548387097,3.26451612903226,110.84,2.37
1003,Oct 2019,0,70.4096774193548,81.8903225806452,2.62903225806452,74.74,7.29
1003,Oct 2020,NA,70.6064516129032,80.0032258064516,5.26774193548387,138.4,3.3
1003,Oct 2021,NA,69.6612903225806,81.6096774193548,3.95483870967742,64.51,3.08
1003,Sep 2010,0,77.3933333333333,75.55,3.44666666666667,117.29,2.79
1003,Sep 2011,0,74.2966666666667,78.4666666666667,4.06333333333333,112.54,8.3
1003,Sep 2012,0,75.81,77.3266666666667,3.33,105.79,4.91
1003,Sep 2013,0,77.8433333333333,79.62,3.38666666666667,99.49,2.11
1003,Sep 2014,0,76.5333333333333,83.4033333333333,2.89333333333333,116.77,3.55
1003,Sep 2015,0,76.58,77.9033333333333,4.24333333333333,101.56,3.63
1003,Sep 2016,0,77.8066666666667,82.5833333333333,1.99333333333333,108.65,3.52
1003,Sep 2017,0,75.38,80.2533333333333,3.49666666666667,99.27,3.82
1003,Sep 2018,0,78.0766666666667,88.78,2.65333333333333,104.54,9.46
1003,Sep 2019,0,79.71,76.9733333333333,1.81333333333333,111.44,1.11
1003,Sep 2020,NA,75.61,82.8566666666667,6.21333333333333,146.26,9.68
1003,Sep 2021,NA,75.2033333333333,85.42,3.73666666666667,144.15,6.6
1031,Apr 2010,0,66.1533333333333,66.8766666666667,4.64,139.15,2.62
1031,Apr 2011,0,68.1266666666667,70.5866666666667,6.55333333333333,92.74,2.07
1031,Apr 2012,0,66.6766666666667,72.4666666666667,5.42,88.81,2.09
1031,Apr 2013,0,64.94,75.23,5.33666666666667,139.14,3.52
1031,Apr 2014,0,64.5633333333333,76.59,5.99333333333333,134.88,11.07
1031,Apr 2015,0,68.92,78.5266666666667,5.01333333333333,102.94,5.72
1031,Apr 2016,NA,65.5166666666667,69.58,5.28,113.38,4.07
1031,Apr 2017,NA,68.5066666666667,69.3666666666667,4.41666666666667,114.18,1.65
1031,Apr 2018,NA,63.0633333333333,70.6966666666667,4.28666666666667,116.84,3.21
1031,Apr 2019,NA,65.59,72.5833333333333,3.75666666666667,94.84,3.22
1031,Apr 2020,NA,65.8866666666667,67.2733333333333,4.55,97.09,5.08
1031,Apr 2021,NA,63.6333333333333,67.82,4.21,124.98,8.2
1031,Aug 2010,0,81.6,78.3548387096774,3.29032258064516,199.73,2.78
1031,Aug 2011,0,81.8193548387097,72.0903225806452,3.86451612903226,176,1.83
1031,Aug 2012,0,77.8548387096774,84.0774193548387,4.02258064516129,192.68,6.6
1031,Aug 2013,0,77.658064516129,84.9032258064516,3.46129032258065,176.59,9.33
1031,Aug 2014,0,79.8387096774194,75.3225806451613,3.51290322580645,176.46,1.85
1031,Aug 2015,0,79.7612903225806,77.3741935483871,4.38709677419355,162,3.99
1031,Aug 2016,NA,80.1032258064516,81.4129032258064,3.99032258064516,154.45,4.91
1031,Aug 2017,NA,78.9322580645161,82.058064516129,2.77096774193548,169.87,7.89
1031,Aug 2018,NA,77.5741935483871,85.2451612903226,2.48064516129032,170.51,6.15
1031,Aug 2019,NA,79.0548387096774,83.4225806451613,2.59032258064516,188.49,4.34
1031,Aug 2020,NA,80.5935483870968,77.2290322580645,3.56774193548387,174.46,4.86
1031,Aug 2021,NA,79.3612903225806,81.6516129032258,3.45806451612903,221.37,7.25
1031,Dec 2010,0,42.8225806451613,70.7516129032258,6.25483870967742,62.75,0.54
1031,Dec 2011,0,53.058064516129,80.858064516129,5.32903225806452,72.84,3.2
1031,Dec 2012,0,53.441935483871,80.5709677419355,5.04516129032258,71.06,3.8
1031,Dec 2013,0,52.6451612903226,82.7032258064516,5.1258064516129,86.74,4.57
1031,Dec 2014,0,52.8806451612903,79.4290322580645,4.41290322580645,122.1,3.77
1031,Dec 2015,0,59.2838709677419,83.8387096774194,5.06451612903226,105.75,10.25
1031,Dec 2016,NA,54.9677419354839,75.7838709677419,4.39354838709677,69.58,5.57
1031,Dec 2017,NA,50.9516129032258,82.1806451612903,3.95483870967742,72.98,1.51
1031,Dec 2018,NA,52.3774193548387,81.9225806451613,4.35161290322581,62.95,6.79
1031,Dec 2019,NA,53.6129032258064,78.4516129032258,4.66129032258065,75.64,5.28
1031,Dec 2020,NA,49.0064516129032,74.7870967741935,4.50645161290323,74.52,3.4
1031,Dec 2021,NA,59.5451612903226,85.7096774193548,4.2258064516129,83.38,4.18
1031,Feb 2010,0,43.4214285714286,67.45,5.36071428571429,107.18,4.12
1031,Feb 2011,0,52.3785714285714,76.0214285714286,6.31071428571429,157.85,2.79
1031,Feb 2012,0,54.8344827586207,79.5965517241379,5.90344827586207,86.6,2.96
1031,Feb 2013,0,52.3285714285714,75.2821428571429,5.45357142857143,69.98,9.3
1031,Feb 2014,0,52.1821428571429,77.6892857142857,5.63214285714286,93.63,3.51
1031,Feb 2015,0,46.2571428571429,68.0107142857143,6.55714285714286,96.69,2.33
1031,Feb 2016,NA,52.3241379310345,64.9827586206897,5.97241379310345,90.12,3.96
1031,Feb 2017,NA,58.6857142857143,73.6392857142857,3.96785714285714,88.27,2.3
1031,Feb 2018,NA,61.9035714285714,81.8321428571429,4.48214285714286,102.93,5.96
1031,Feb 2019,NA,60.3857142857143,77.6107142857143,4.66785714285714,77.95,1.05
1031,Feb 2020,NA,54.8137931034483,76.9586206896552,4.72068965517241,82.83,3.99
1031,Feb 2021,NA,51.6642857142857,77.575,5.58571428571429,80.63,4.32
1031,Jan 2010,0,43.2354838709677,67.5709677419355,5.69032258064516,81.56,6.24
1031,Jan 2011,0,44.2193548387097,74.3161290322581,5.91290322580645,86.63,3.14
1031,Jan 2012,0,53.3161290322581,74.4354838709677,5.68387096774194,73.66,3.33
1031,Jan 2013,0,55.8096774193548,78.741935483871,5.98709677419355,80.13,1.59
1031,Jan 2014,0,41.4451612903226,68.8225806451613,5.59354838709677,73.94,2.14
1031,Jan 2015,0,48.0161290322581,71.7258064516129,5.40322580645161,116.03,2.08
1031,Jan 2016,NA,46.058064516129,75.4193548387097,5.24193548387097,64.97,3.08
1031,Jan 2017,NA,55.241935483871,75.4193548387097,4.51290322580645,75.95,8.07
1031,Jan 2018,NA,44.358064516129,65.2225806451613,4.76774193548387,80.94,0.7
1031,Jan 2019,NA,49.4677419354839,77.1161290322581,4.19032258064516,71.32,3.08
1031,Jan 2020,NA,53.4,76.2645161290323,4.29677419354839,62.86,5.39
1031,Jan 2021,NA,49.858064516129,75.3677419354839,4.83548387096774,94.31,4.34
1031,Jul 2010,0,82.6645161290323,73.7451612903226,3.76129032258065,262.65,2.39
1031,Jul 2011,0,80.1322580645161,81.0354838709677,3.34838709677419,219.74,5.88
1031,Jul 2012,0,80.6483870967742,78.4548387096774,3.90967741935484,240.26,9.54
1031,Jul 2013,0,76.9064516129032,87.6838709677419,3.80967741935484,231.32,15.16
1031,Jul 2014,0,79.0032258064516,75.0806451612903,3.84193548387097,235.84,3.22
1031,Jul 2015,0,81.6548387096774,76.7354838709677,4.77096774193548,257.95,5.93
1031,Jul 2016,NA,80.4741935483871,78.7548387096774,4.15483870967742,166.33,4.32
1031,Jul 2017,NA,79.541935483871,80.8290322580645,2.63225806451613,170.84,4.8
1031,Jul 2018,NA,79.7387096774194,81.1129032258064,2.5258064516129,186.17,4.31
1031,Jul 2019,NA,80.4645161290323,74.8129032258065,2.89354838709677,226.66,3.03
1031,Jul 2020,NA,79.8387096774194,79.6096774193548,3.29032258064516,243.85,5.34
1031,Jul 2021,NA,78.5612903225806,83.9870967741935,2.62258064516129,256.8,9.04
1031,Jun 2010,0,81.1366666666667,74.2666666666667,3.35666666666667,186.22,4.19
1031,Jun 2011,0,81.5333333333333,69.5633333333333,4.74666666666667,180.75,8.44
1031,Jun 2012,0,77.3666666666667,74.8433333333333,5.23333333333333,166.11,7.05
1031,Jun 2013,0,78.09,81.9,4.38,229.15,6.58
1031,Jun 2014,0,78.37,77.2033333333333,3.65666666666667,188.36,3.4
1031,Jun 2015,0,79.49,76.2833333333333,4.40333333333333,191.81,2.71
1031,Jun 2016,NA,78.8233333333333,74.1433333333333,3.86,137.9,3.49
1031,Jun 2017,NA,75.9766666666667,83.99,3.39333333333333,185.58,9.91
1031,Jun 2018,NA,78.7266666666667,79.68,2.67,164.32,6.53
1031,Jun 2019,NA,80.2866666666667,70.03,3.64333333333333,182.64,2.27
1031,Jun 2020,NA,77.57,77.0466666666667,3.70666666666667,219.61,4.03
1031,Jun 2021,NA,77.8833333333333,78.01,4.14,165.26,6.06
1031,Mar 2010,0,53.7903225806452,66.6774193548387,5.42258064516129,158.69,3.14
1031,Mar 2011,0,60.8483870967742,73.5935483870968,6.48064516129032,137.79,4.62
1031,Mar 2012,0,65.8451612903226,73.9870967741935,5.67741935483871,131.5,3.32
1031,Mar 2013,0,53.0064516129032,62.9161290322581,6.7258064516129,147.33,1.71
1031,Mar 2014,0,55.7258064516129,72.7225806451613,5.29677419354839,143.49,4.2
1031,Mar 2015,0,62.2225806451613,76.8451612903226,5.14838709677419,139.29,1.74
1031,Mar 2016,NA,61.9645161290323,73.0677419354839,6.15483870967742,126.18,4.31
1031,Mar 2017,NA,60.9451612903226,64.541935483871,5.17741935483871,108.96,1.64
1031,Mar 2018,NA,57.8161290322581,68.2225806451613,4.66129032258065,91.63,2.41
1031,Mar 2019,NA,57.5225806451613,68.458064516129,4.38387096774194,103.54,1.98
1031,Mar 2020,NA,66.6612903225806,73.0612903225806,4.4258064516129,123.75,1.97
1031,Mar 2021,NA,62.0354838709677,68.8645161290323,5.41290322580645,124.67,6.12
1031,May 2010,0,75.6741935483871,73.8516129032258,4.28387096774194,166.46,4.75
1031,May 2011,0,72.4258064516129,66.9096774193548,5.17096774193548,107.63,0.91
1031,May 2012,0,74.5225806451613,73.3387096774194,4.13870967741935,125.19,3.17
1031,May 2013,0,70.7387096774194,71.8387096774194,5.12903225806452,106.91,0.72
1031,May 2014,0,71.8225806451613,74.2129032258065,3.83870967741935,129.59,4.41
1031,May 2015,0,73.3193548387097,73.1741935483871,4.44193548387097,136.58,4.53
1031,May 2016,NA,72.0870967741936,69.8451612903226,4.15161290322581,124.2,2.24
1031,May 2017,NA,71.8967741935484,73.1709677419355,3.64516129032258,144.48,6.31
1031,May 2018,NA,74.4225806451613,75.9548387096774,3.23548387096774,113.44,4.45
1031,May 2019,NA,75.9838709677419,69.9774193548387,3.19354838709677,108.87,2.45
1031,May 2020,NA,71.3838709677419,69.0935483870968,4.10645161290323,97.75,2.36
1031,May 2021,NA,71.8225806451613,67.3193548387097,4.94516129032258,96.99,3.4
1031,Nov 2010,0,57.17,76.46,4.92666666666667,198.09,3.83
1031,Nov 2011,0,57.6766666666667,74.5033333333333,6.43333333333333,76.6,1.76
1031,Nov 2012,0,54.68,75.4366666666667,4.35666666666667,129.1,0.87
1031,Nov 2013,0,55.3266666666667,72.9633333333333,5.85666666666667,83.74,1.33
1031,Nov 2014,0,50.9866666666667,72.2933333333333,4.85333333333333,197.55,1.7
1031,Nov 2015,0,61.3733333333333,81.76,4.98,70.59,5.36
1031,Nov 2016,NA,60.2066666666667,63.7,3.71666666666667,87.53,0.77
1031,Nov 2017,NA,58.1233333333333,79.55,2.76666666666667,122.46,0.45
1031,Nov 2018,NA,53.8566666666667,84.9666666666667,3.63333333333333,74.16,3.67
1031,Nov 2019,NA,54.0133333333333,75.7466666666667,3.62,117.97,0.93
1031,Nov 2020,NA,61.8366666666667,74.3866666666667,5.03666666666667,67.36,1.98
1031,Nov 2021,NA,54.11,70.6833333333333,3.79333333333333,125.68,0.34
1031,Oct 2010,0,66.4354838709677,66.9741935483871,5.01935483870968,92.98,1.25
1031,Oct 2011,0,62.4064516129032,67.7258064516129,5.51935483870968,153.85,0.08
1031,Oct 2012,0,64.7,76.8709677419355,4.6741935483871,161.02,1.69
1031,Oct 2013,0,66.6516129032258,79.0193548387097,3.78387096774194,144.82,0.82
1031,Oct 2014,0,66.6903225806452,72.9548387096774,3.97096774193548,230.3,2.61
1031,Oct 2015,0,66.3290322580645,78.2129032258065,4.98709677419355,166.78,1.69
1031,Oct 2016,NA,69.4967741935484,65.9193548387097,3.53225806451613,94.02,0
1031,Oct 2017,NA,67.7354838709677,76.9516129032258,4.35806451612903,101.64,5.81
1031,Oct 2018,NA,69.4032258064516,79.6677419354839,3.67741935483871,132.48,3.04
1031,Oct 2019,NA,70.8741935483871,76.3741935483871,3.87096774193548,79.75,4.66
1031,Oct 2020,NA,69.6225806451613,78.3064516129032,4.75806451612903,129.91,3.86
1031,Oct 2021,NA,68.558064516129,77.2064516129032,3.61290322580645,102.81,4.75
1031,Sep 2010,0,78.79,66.0133333333333,3.26,156.29,1.32
1031,Sep 2011,0,73.1266666666667,78.4033333333333,4.44666666666667,126.7,5.19
1031,Sep 2012,0,74.3533333333333,79.4666666666667,4.06666666666667,136.5,7.45
1031,Sep 2013,0,76.1566666666667,80.8966666666667,3.63666666666667,120.01,3.78
1031,Sep 2014,0,76.04,79.5733333333333,3.63666666666667,145.35,2.47
1031,Sep 2015,0,74.6033333333333,79.2833333333333,4.4,113.94,6.46
1031,Sep 2016,NA,77.7266666666667,78.0833333333333,2.99333333333333,159.11,3.1
1031,Sep 2017,NA,74.6966666666667,78.5366666666667,3.00666666666667,161.97,3.11
1031,Sep 2018,NA,77.7533333333333,86.1666666666667,2.37666666666667,131.45,4.72
1031,Sep 2019,NA,80.6566666666667,66.99,3.29666666666667,193.54,0.1
1031,Sep 2020,NA,75.1566666666667,78.2566666666667,5.55666666666667,155.71,11.12
1031,Sep 2021,NA,74.9166666666667,79.9333333333333,2.86333333333333,156.71,2.52
1039,Apr 2010,0,67.16,63.9966666666667,4.55666666666667,146.84,3.09
1039,Apr 2011,0,69.5366666666667,65.4133333333333,5.64333333333333,98.71,3.06
1039,Apr 2012,0,68.2766666666667,66.6833333333333,4.32333333333333,95.79,1.82
1039,Apr 2013,0,65.3633333333333,71.9566666666667,4.54666666666667,136.17,3.26
1039,Apr 2014,0,65.39,76.75,6.45666666666667,148.14,8.17
1039,Apr 2015,0,69.9466666666667,79.15,5.51,105.54,6.52
1039,Apr 2016,0,66.6033333333333,69.63,6.09333333333333,115.75,4.83
1039,Apr 2017,0,68.9633333333333,70.8333333333333,4.1,113.15,1.61
1039,Apr 2018,0,63.53,69.0466666666667,4.06,137.26,2.11
1039,Apr 2019,NA,66.2366666666667,69.6466666666667,3.42333333333333,97.52,4.11
1039,Apr 2020,NA,66.8533333333333,65.41,3.77,102.82,5.24
1039,Apr 2021,NA,63.9966666666667,68.9166666666667,3.96666666666667,142.34,7.18
1039,Aug 2010,0,82.6741935483871,75.3032258064516,3.4741935483871,199.03,5.47
1039,Aug 2011,0,82.8225806451613,68.3064516129032,2.83225806451613,182.58,3.71
1039,Aug 2012,0,79.5741935483871,76.6129032258064,3.70967741935484,190.82,7.86
1039,Aug 2013,0,78.441935483871,81.6032258064516,3.04193548387097,182.99,10.47
1039,Aug 2014,0,81.241935483871,74.2774193548387,3.7258064516129,172.19,2.82
1039,Aug 2015,0,80.8322580645161,76.3483870967742,4.43870967741935,162,3.34
1039,Aug 2016,0,80.9354838709677,80.4096774193548,4.28387096774194,153.88,2.95
1039,Aug 2017,0,79.7645161290323,80.2548387096774,2.73870967741935,172.97,6.83
1039,Aug 2018,0,79.0870967741936,80.1193548387097,2.39032258064516,172.75,7.56
1039,Aug 2019,NA,80.741935483871,76.1354838709677,2.57096774193548,184.58,4.1
1039,Aug 2020,NA,80.4806451612903,78.8806451612903,3.18387096774194,179.19,4.06
1039,Aug 2021,NA,80.5967741935484,78.7967741935484,3.19677419354839,219.58,5.8
1039,Dec 2010,0,44.2193548387097,65.158064516129,5.49032258064516,67.69,0.66
1039,Dec 2011,0,54.0967741935484,75.8870967741936,4.31290322580645,71.88,3.37
1039,Dec 2012,0,53.9677419354839,76.141935483871,4.49032258064516,73.1,3.49
1039,Dec 2013,0,52.8774193548387,79.4129032258064,4.83870967741935,93.2,3.66
1039,Dec 2014,0,54.4451612903226,77.9258064516129,4.83225806451613,137.74,4.08
1039,Dec 2015,0,60.4870967741935,81.5096774193548,5.6741935483871,112.39,9.64
1039,Dec 2016,0,55.1612903225806,76.4,4.55483870967742,71.74,5.1
1039,Dec 2017,0,51.2193548387097,81.3129032258065,3.92903225806452,73.17,1.06
1039,Dec 2018,0,53.1451612903226,78.8064516129032,3.84516129032258,67.69,7.72
