,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
88134,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.94,1,1.43,3.1,0,0.89,31.54,0,5.01,120.25,11.88,59.17,433.98,2.68,152.34,56.11,0.14,19.97,29.84,0.07,10.41,6/1/2018,13277
88135,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.99,1,1.54,2.06,0,0.66,23.02,0,4.97,116.49,11.52,64.24,553.28,15.96,191.74,65.91,2.06,25.17,33.01,1.18,13.49,7/1/2018,13277
88136,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.77,1,1.3,2.87,0,0.65,24.98,0,4.71,105.77,3.16,52.13,652.52,0.35,155.95,76.08,0.06,20.51,32.66,0.06,10.32,8/1/2018,13277
88137,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.23,1,1.08,2.23,0,0.69,18.28,0,3.58,93.3,8.63,51.99,284.27,0,97.76,40.21,0,13.78,23.92,0,7.35,9/1/2018,13277
88138,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.87,1,1.28,3.93,0,1.14,41.77,0,4.43,95.74,8.18,56.28,372.68,0,87.99,51.93,0,12.6,32.61,0,6.77,10/1/2018,13277
88139,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.47,1,1.31,4.87,0,1.35,29.82,1,5.34,82.6,5.54,45.8,234.75,0,74.82,33.48,0,10.84,19.7,0,6,11/1/2018,13277
88140,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,2.93,1,1.32,3.87,0,1.27,32.36,1,5.48,75.97,1.48,41.88,165.29,0,65.28,23.44,0,9.53,13.56,0,5.12,12/1/2018,13277
88141,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.35,1,1.5,4.16,0,1.62,56.8,1,5.99,83.44,0.07,45.13,401.84,0,73.92,55.5,0,10.69,35.09,0,5.92,1/1/2019,13277
88142,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3,1,1.56,3.23,0,1.06,38.29,0.71,5.59,82.82,2.45,45.96,242.84,0,97.74,34.67,0,14.11,20.63,0,7.73,2/1/2019,13277
88143,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.59,1,2.05,3.23,0,1.35,26.77,0.87,5.34,100.02,0.07,58.85,598.24,0,118.1,82.57,0,16.77,51.85,0,9.81,3/1/2019,13277
88144,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.04,1,1.74,2.93,0,1.02,42.08,0,5.17,115.95,3.79,66.53,458.76,0,100.09,63.67,0,14.36,39.79,0,8.15,4/1/2019,13277
88145,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.12,1,1.4,2.87,0,0.79,23.1,0,4.16,112.16,12.16,68.51,436.78,0.07,117.01,60.98,0,16.74,37.46,0,9.24,5/1/2019,13277
88146,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.06,1,1.42,2.29,0,0.7,20.5,0,3.85,117.07,13.87,62.05,661.58,38.88,180.97,79.77,5.42,23.97,36.4,3.42,12.04,6/1/2019,13277
88147,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.64,1,1.53,1.87,0,0.63,22.87,0,4.81,106.41,13.38,60.17,742.26,27.04,237.23,93.07,3.91,30.03,33.17,2.03,14.3,7/1/2019,13277
88148,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.29,1,1.41,2.16,0,0.46,19.95,0,4.22,113.14,5.33,58.22,510.75,15.69,182.68,67.5,2.06,23.7,38.79,1.36,11.93,8/1/2019,13277
88149,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.62,1,1.38,3.29,0,0.88,26.18,0,4.27,116.46,2.16,61.31,409.22,0.29,123.77,56.96,0.06,17.48,35.76,0,9.64,9/1/2019,13277
88150,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3,1,1.15,3.87,0,0.91,26.35,0,4.2,92.24,0,56.34,258.86,0,84.37,36.44,0,12.24,22.19,0,6.53,10/1/2019,13277
88151,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.81,1,1.48,4.16,0.13,1.62,30.49,1,5.96,84.25,0.17,48.76,342.78,0,92.38,47.92,0,13.12,29.81,0,7.74,11/1/2019,13277
88152,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.35,1,1.25,3.87,0,1.24,29.04,1,4.61,84.3,3.96,49.74,383.4,0,69.51,54.51,0,10.11,32.36,0,5.5,12/1/2019,13277
88153,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.87,1,1.44,3.93,0,1.37,17.71,1,4.76,76.25,1.04,47.72,288.82,0,68.97,39.96,0,10.13,25.28,0,5.18,1/1/2020,13277
88154,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.4,1,1.62,3.23,0,1.09,20.46,0.93,4.39,83.83,7.37,51.12,617.13,0,87.9,86.56,0,12.78,53.1,0,7,2/1/2020,13277
88155,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,10.24,1,1.9,4.47,0,1.05,36.41,0,5.2,102.34,3.31,56.71,1402.25,0,161.17,192.92,0,22.98,122.9,0,13.3,3/1/2020,13277
88156,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.22,1,1.85,3.16,0,1.17,51.66,0,4.68,105.67,3.89,66.91,463.1,0,122.54,63.69,0,17.43,40.12,0,10.03,4/1/2020,13277
88157,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.87,1,1.5,2.52,0,0.86,24.38,0,4.2,110.09,5.65,64.09,362.83,0,108.51,46.86,0,15.13,27.85,0,7.91,5/1/2020,13277
88158,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.64,1,1.22,1.36,0,0.55,38.35,0,4.01,107.58,11.57,56.91,1785.45,0.46,226.78,223.83,0,29.45,60.62,0,13,6/1/2020,13277
88159,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.87,1,1.28,2.16,0,0.6,18.47,0,3.93,122.6,16.82,56.75,679.92,1.53,211.07,76.28,0.2,26.05,29.61,0.07,11.61,7/1/2020,13277
88160,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.4,1,1.33,1.58,0,0.46,22.55,0,4.08,112.94,2.88,50.61,622.54,8.84,182.68,83.43,1.3,23.47,49.68,0.98,11.14,8/1/2020,13277
88161,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.94,1,1.22,2.87,0,0.78,21.63,0,3.67,99.35,4.31,52.91,523.57,0.07,135.17,66.47,0,18.73,35.76,0,9.36,9/1/2020,13277
88162,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.93,1,1.5,3.87,0,1.07,43.9,0.29,4.54,105.92,0.33,55.48,401.44,0,95.57,56.06,0,13.67,34.98,0,7.43,10/1/2020,13277
88163,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.46,1,1.4,4.87,0,1.33,42.44,0.23,4.8,86.55,2.05,50.11,266.23,0,71.7,37.15,0,10.63,23.34,0,5.26,11/1/2020,13277
88164,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.8,1,1.65,3.87,0.13,1.48,46.91,1,6.1,81.73,0,39.53,436.86,0,75.11,61.04,0,10.69,38.11,0,6.25,12/1/2020,13277
88165,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,10.58,1,1.68,3.93,0,1.56,23.73,1,5.21,73.54,0,41.83,915.91,0,80.67,126.3,0,11.53,79.92,0,6.65,1/1/2021,13277
88166,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.36,1,1.78,3.58,0,1.23,42.31,1,5.94,86.83,2.1,41.37,420.51,0,98.42,58.43,0,14.08,36.57,0,8.1,2/1/2021,13277
88167,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,5.36,1,1.92,3.93,0,1.07,37.89,0,5.11,100.18,5.86,54.81,713.91,0,150.56,99.85,0,21.57,61.5,0,12.3,3/1/2021,13277
88168,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.53,1,1.89,3.87,0,1.14,20.49,0,4.79,110.75,12.1,62.77,923.31,0,150.44,127.72,0,21.23,80.15,0,12.35,4/1/2021,13277
88169,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.71,1,1.36,2.94,0,0.82,22.2,0,3.39,110.63,7.22,66.59,341.02,4.58,101.08,48.26,0.36,14.6,27.39,0.29,7.99,5/1/2021,13277
88170,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.34,1,1.29,2.8,0,0.6,17.96,0,3.86,108.35,8.96,53.79,701.45,3.06,192.37,91.95,0.4,25.52,53.61,0.29,12.33,6/1/2021,13277
88171,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.94,1,1.49,1.36,0,0.53,27.87,0,5.07,111.4,5.4,49.21,724.8,32.39,252.5,90.71,4.27,32.4,45.84,2,15.66,7/1/2021,13277
88172,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.8,1,1.45,1.29,0,0.44,23.17,0,4.18,103.69,6.43,49.74,635.2,4.93,223.81,75.08,0.39,28.88,39.75,0.26,14.02,8/1/2021,13277
88173,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.71,1,1.67,2.87,0,0.84,29.37,0.13,5.32,102.95,1.22,52.79,464.07,0,133,63.07,0,18.03,38.44,0,10.12,9/1/2021,13277
88174,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.87,1,1.45,3.87,0,1.04,30.61,0.06,5.15,99.49,5.36,51.52,331.81,0,83.76,47.13,0,11.82,28.15,0,6.78,10/1/2021,13277
88175,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.16,1,1.77,4.16,0,1.73,27.03,0,6.43,84.84,0,46.71,535.25,0,99.77,74.18,0,14.06,46.17,0,8.43,11/1/2021,13277
88176,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.29,1,1.36,3.87,0,1.16,23.83,1,5.05,79.28,2.37,42.21,282.65,0,71.74,38.8,0,10.3,24.63,0,5.85,12/1/2021,13277
88177,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.16,1,1.67,4.16,0,1.55,24.44,0.23,4.95,75.93,0,41.94,332.37,0,79.58,46.22,0,11.33,28.99,0,6.65,1/1/2022,13277
88178,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,7.15,1,1.85,4.16,0,1.47,51.47,0.07,5.72,86.13,0,47.08,678.25,0,120.41,93.81,0,17.15,59.02,0,10.02,2/1/2022,13277
88179,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.57,1,1.84,3.87,0,1.15,32.24,0,5.38,107.51,1.21,57.34,718.02,0,130.99,99.22,0,18.7,62.37,0,10.74,3/1/2022,13277
88180,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.84,1,1.51,3.1,0,0.92,19.76,0,3.99,101.95,9.31,65.19,336.63,0,105.31,46.73,0,15.2,28.92,0,8.36,4/1/2022,13277
88181,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.94,1,1.38,2.36,0,0.74,29.87,0,3.7,111,5.76,61.76,598.88,0,135.2,76.94,0,18.54,46.57,0,9.41,5/1/2022,13277
88182,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.35,1,1.36,2.23,0,0.74,20.65,0,3.31,124.51,18.68,67.82,636.28,23.96,136.32,74.14,3.47,18.56,34.7,1.3,10.07,6/1/2022,13277
88183,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.07,1,1.13,1.36,0,0.45,15.04,0,4.19,78.01,12.11,47.84,405.33,2.53,131.46,53.11,0.42,17.25,30.31,0.13,8.31,7/1/2022,13277
88184,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,2.87,1,1.28,1.36,0,0.49,17.37,0,4.8,100.75,9.07,47.34,666.58,21.8,167.58,77.54,2.86,21.74,30.37,1.69,10.6,8/1/2022,13277
88185,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,8.64,1,1.41,3.16,0,0.94,31.99,0,4.34,109.14,2.45,56.71,1180.04,0,113.73,161.34,0,15.57,103.6,0,8.91,9/1/2022,13277
88186,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,7.04,1,1.52,4,0,1.48,30.3,0,5.84,99.94,2.86,53.77,707.07,0,92.51,97.92,0,13.06,61.74,0,7.82,10/1/2022,13277
88187,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.58,1,1.32,4.93,0,1.54,20.13,0,4.87,88.48,1.3,49.6,305.04,0,74.3,42.51,0,10.83,26.56,0,5.82,11/1/2022,13277
88188,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.58,1,1.47,3.87,0,1.25,25.46,1,5.92,70.07,0,37.44,432.44,0,92.87,59.06,0,13.2,37.9,0,7.71,12/1/2022,13277
88189,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,6.53,1,1.53,3.8,0,1.32,31.33,0.29,5.35,77.63,0,44.87,598.45,0,85.92,82.91,0,12.19,52.04,0,7.15,1/1/2023,13277
88190,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,3.57,1,1.41,3.87,0,1.14,28.62,0.29,4.62,97.18,2.76,53.79,432.47,0,96.5,59.84,0,13.88,37.96,0,7.82,2/1/2023,13277
88191,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.83,1,1.65,3.53,0,1.12,17.83,0,4.18,101.99,7.12,63.67,692.85,0,113.04,95.36,0,16.26,59.96,0,9.15,3/1/2023,13277
88192,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.61,1,1.4,2.87,0,0.85,47.18,0,3.92,110.09,9.67,66.37,498.4,0,102.49,69.1,0,14.81,43.3,0,8.15,4/1/2023,13277
88193,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.29,1,1.69,2.42,0,0.82,26.42,0,3.54,110.86,6.67,70.45,333.71,1.42,136.2,46.73,0.18,19.41,28.52,0.13,11.1,5/1/2023,13277
88194,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.23,1,1.72,2.23,0,0.66,41.96,0,4.09,117.43,6.6,63.31,398.13,8.13,143.44,55.87,1.23,20.02,33.99,0.24,11.01,6/1/2023,13277
88195,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.87,1,1.97,1.42,0,0.7,26.49,0,5.16,124.99,8.22,59.7,593.47,14.47,202.87,81.56,1.83,27.08,50.4,1.22,15.02,7/1/2023,13277
88196,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,4.52,1,1.8,1.87,0,0.66,24.28,0,4.6,115.45,2.83,59.68,553.7,34.32,159.57,67.78,5,21.61,35.15,2.13,11.59,8/1/2023,13277
88197,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,5.28,1,1.87,3.16,0,0.87,28.91,0,4.82,114.29,7.66,60.1,573.42,0,104.05,78.95,0,14.76,49.8,0,8.69,9/1/2023,13277
88198,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,3.87,1,1.76,4.16,0,1.2,42.94,0,5,95.81,2.94,56.7,265.28,0,77.95,36.45,0,11.12,22.96,0,6.45,10/1/2023,13277
88199,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,-60,6.35,1,1.85,3.93,0,1.61,42.97,1,6.07,99.69,0.33,49.98,842.85,0,110.83,115.83,0,15.64,74.02,0,9.31,11/1/2023,13277
88200,USA-13277,US,Tift,13277,GA,31.452046,-83.529045,0,4.34,1,1.59,3.23,0,1.34,23.06,1,4.8,73.36,1.69,46.75,396.62,0,75.6,54.89,0,10.82,34.8,0,6.21,12/1/2023,13277
88201,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.71,1,1.99,5.66,0,2.23,52.1,0.89,6.28,68.68,0,37.01,567.28,0,97.99,80.13,0,13.96,49.03,0,8.24,1/1/2010,13279
88202,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.34,1,2.11,6.07,0,2.33,33.49,1,5.64,88.68,0.7,43.93,437.04,0,101.71,60.99,0,14.53,37.56,0,8.54,2/1/2010,13279
88203,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,6.77,1,2.45,4.66,0,1.73,69.64,0.89,6.06,103.88,0.38,55,945.98,2.18,182.07,135.53,0.31,25.74,77.12,0.16,15.47,3/1/2010,13279
88204,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,7.9,1,2.36,3.92,0,1.4,25.05,0,5.1,118.14,11.01,72.98,1543.09,15.77,222.24,216.45,1.94,31.3,133.69,1.47,18.97,4/1/2010,13279
88205,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.04,1,1.59,2.84,0,0.87,25.45,0,4.48,113.33,12.09,64.01,446.5,0,143.95,56.1,0,20.12,34.76,0,11.01,5/1/2010,13279
88206,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3,1,1.53,2.84,0,0.76,20.55,0,4.2,119.23,8.95,63.32,408.74,6.12,170.98,53.14,0.7,22.97,29.54,0.45,12.43,6/1/2010,13279
88207,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,2.77,1,1.32,2.73,0,0.7,26.12,0,4.09,123.03,16.46,61.36,560.21,10.43,239.7,71.18,1.11,30.73,41.73,1,14.41,7/1/2010,13279
88208,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,2.89,1,1.44,1.38,0,0.45,25.67,0,4,111.03,15.19,58.08,446.03,2.61,164.05,57.11,0.37,21.68,32.95,0.18,11.47,8/1/2010,13279
88209,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.57,1,1.66,3.77,0,1.1,23.69,0,4.82,120.09,8.54,60.48,456.53,9.77,139.9,62.71,1.14,19.73,39.48,0.57,11.52,9/1/2010,13279
88210,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.7,1,1.79,5.46,0,1.7,42.59,0,5.77,113.93,1,56.46,457.81,0,104.07,63.05,0,14.66,39.76,0,8.88,10/1/2010,13279
88211,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,10.53,1,2.01,5.66,0.11,2.05,45.77,0.89,7.17,102.08,0,43.63,1256.2,0,128.28,172.88,0,18.1,110.17,0,10.83,11/1/2010,13279
88212,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,4.36,1,1.73,4.84,0.2,2.17,28.32,0.93,6.29,71.54,1.76,36.21,567.01,0,81.96,79.4,0,11.6,49.03,0,6.94,12/1/2010,13279
88213,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,7.73,1,2.2,4.89,0.11,2.05,29.86,1,6.67,69.4,0.18,34.56,803.45,0,105.6,111.23,0,14.84,69.88,0,9.04,1/1/2011,13279
88214,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.31,1,2.07,5.66,0,1.76,23.58,0.11,5.52,95.13,5.25,48.47,935.45,0,150.89,131.1,0,21.41,80.28,0,12.72,2/1/2011,13279
88215,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,8.15,1,2.32,4.16,0,1.31,45.6,0.05,4.99,102.23,7.34,61.6,1156.74,2.36,200.99,161.33,0.27,28.71,100.92,0.16,16.59,3/1/2011,13279
88216,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,7.31,1,1.92,3.89,0,1.12,33.87,0,4.52,118.48,1.28,65.31,1261.97,0,159.24,176.46,0,22.58,109.08,0,13.02,4/1/2011,13279
88217,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,39.09,1,3.05,13.72,0,1.39,90.85,0,6.57,237.11,5.22,70.88,2104.43,4.22,239.21,272.43,0.54,33.04,189.4,0.27,20.39,5/1/2011,13279
88218,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,83.13,1,4.96,41.93,0,2.2,128.33,0.07,10.03,286.71,2.94,67.93,5021.72,51.06,617.49,642.31,6.72,83.92,454.4,3.45,52.13,6/1/2011,13279
88219,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,23.06,1,2.55,6.13,0,0.96,46.87,0,6.08,150.31,7.15,67.01,4199.56,0.77,494.09,585.15,0,67.36,363.69,0,39.35,7/1/2011,13279
88220,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,5.14,1,1.81,2.89,0,0.84,47.5,0,4.55,126.19,8.46,72.14,595.75,27.96,211.27,78.72,3.59,28.22,46.97,1.68,15.58,8/1/2011,13279
88221,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.63,1,1.48,3.66,0,1.07,33.69,0.18,5.11,111.98,7.55,56.73,618.86,4.66,149.15,86.1,0.7,20.95,53.72,0.39,12.22,9/1/2011,13279
88222,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,9.02,1,1.58,3.82,0,1.48,32.9,0.23,5.99,97.11,1.66,51.55,1040.87,0,108.25,143.24,0,15.43,90.95,0,8.81,10/1/2011,13279
88223,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,8.26,1,1.58,3.89,0,1.61,23.02,1,5.27,79.31,0.16,47.42,734.5,0,85.57,101.27,0,12.2,64.25,0,7.02,11/1/2011,13279
88224,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,3.66,1,1.72,4.73,0,1.8,41,1,6.52,68.84,2.59,38.36,275.79,0,79.47,38.2,0,11.32,24.25,0,6.62,12/1/2011,13279
88225,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,6.8,1,1.89,5.55,0,1.69,40.81,1,5.86,80.77,3.78,42.48,972.98,0,119.2,133.89,0,16.76,85.15,0,10.16,1/1/2012,13279
88226,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,6.53,1,1.97,5.43,0,1.58,30.4,0.95,5.37,84.26,0.5,46.4,598.22,0,124.86,83.89,0,17.82,51.52,0,10.38,2/1/2012,13279
88227,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.57,1,1.85,3.89,0,1.09,26.69,0,4.18,97.07,3.97,59.13,480.09,0,144.43,67.13,0,20.87,40.78,0,11.6,3/1/2012,13279
88228,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,13.72,1,1.9,4.63,0,1.17,29.09,0,3.97,120.23,19.02,69.86,1339.77,0,119.44,177.35,0,16.85,119.45,0,9.94,4/1/2012,13279
88229,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3.52,1,1.59,2.86,0,0.88,26.26,0,3.79,119.81,16.3,69.54,536.7,4.01,137.78,75.02,0.52,19.48,45.27,0.16,10.9,5/1/2012,13279
88230,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.63,1,1.61,3.73,0,0.94,18.45,0,4.31,133.42,11.52,66.45,876.1,1.15,174.07,122.17,0.14,23.48,74.95,0.09,12.78,6/1/2012,13279
88231,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3.18,1,1.34,1.93,0,0.54,14.94,0,3.54,121.83,18.53,61.11,534.39,7.34,204.75,65.29,0.77,26.17,33.12,0.11,12.47,7/1/2012,13279
88232,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3.2,1,1.41,2,0,0.46,22.86,0.07,4.23,118.67,15.41,53.54,459.69,13.31,185.9,55.24,2.08,23.55,28.16,0.61,11.4,8/1/2012,13279
88233,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3,1,1.46,3.66,0,0.95,23.3,0,4.56,102.98,10.12,55.89,415.31,7.5,119.85,51.41,1.12,16.34,27.25,0.7,8.92,9/1/2012,13279
88234,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3.77,1,1.59,3.89,0,1.49,38.21,0.05,5.42,100.14,4.93,53.02,382.41,0,98.69,52.39,0,14.01,33.73,0,8.1,10/1/2012,13279
88235,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,12.12,1,2.07,5.61,0.16,2.07,40.62,1,6.79,89.93,0.05,41.69,1317.98,0,153.55,181.24,0,21.58,115.66,0,13.04,11/1/2012,13279
88236,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.29,1,1.76,4,0,1.66,30.33,0.93,6.29,69.66,2.05,35.89,441.01,0,82.94,61.05,0,11.83,38.39,0,6.94,12/1/2012,13279
88237,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,7.26,1,1.92,4.77,0.11,1.86,52.01,0.23,6.19,77.29,4.03,41.74,1037.52,0,135.93,145.14,0,19.28,89.78,0,11.46,1/1/2013,13279
88238,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,6.16,1,2.16,5.86,0,1.65,29.66,0.93,5.58,93.56,5.08,49.99,931.92,0,117.97,127.69,0,16.64,81.8,0,9.95,2/1/2013,13279
88239,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,0,5.97,1,2.16,4.25,0,1.62,25.68,0.77,4.27,100.84,11.81,63.43,693.45,0,135.14,96.5,0,19.15,60.19,0,11.4,3/1/2013,13279
88240,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,6.9,1,1.81,3.89,0,1.11,27.15,0,4.26,103.4,7.61,64.49,1069.04,3.57,159.57,149.58,0.56,22.9,92.26,0.36,12.88,4/1/2013,13279
88241,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.98,1,1.59,3.74,0,0.96,26.68,0,3.52,107.69,22.07,69.04,850.06,6.57,138.74,118.15,0.58,20,74.2,0.31,11.01,5/1/2013,13279
88242,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,2.2,1,1.19,2.77,0,0.57,9.2,0,3.16,116.45,17.97,57.19,478.13,13.65,214.64,61.69,2.41,27.73,28.49,1.11,12.38,6/1/2013,13279
88243,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,2.77,1,1.17,1.43,0,0.5,18.08,0,4.06,111.29,8.52,49.06,613.16,8.04,211.35,71.72,0.72,26.62,30.35,0.38,12.15,7/1/2013,13279
88244,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,2.89,1,1.33,2.73,0,0.57,22.27,0,4.25,113.06,2.68,53.99,379.59,28.18,146.64,47.54,4.14,19.18,27.37,2.11,9.63,8/1/2013,13279
88245,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,3.55,1,1.53,2.66,0,1.02,17.33,0,4.2,101.36,6.54,59.64,372.49,0,119.47,52,0,16.91,31.93,0,9.82,9/1/2013,13279
88246,USA-13279,US,Toombs,13279,GA,32.125696,-82.327215,-60,4.61,1,1.66,4.66,0,1.49,48.59,0,6.92,96.5,4.44,45.84,488.74,0,116.76,67.54,0,16.43,42.33,0,9.87,10/1/2013,13279
